#Ensemble_Gene_Id	Uniprot_id	String_id
0	R13F6.2	CL159_CAEEL	6239.R13F6.2
1	Y53C12B.5	MAB3_CAEEL	6239.Y53C12B.5a
2	C08C3.2	BAT15_CAEEL	6239.C08C3.2
3	C46F11.1	UNC93_CAEEL	6239.C46F11.1a
4	R53.1	FLAD1_CAEEL	6239.R53.1a.2
5	T20B12.9	LGC50_CAEEL	6239.T20B12.9
6	T10B9.8	C13A1_CAEEL	6239.T10B9.8
7	None	CEC3_CAEEL	6239.T09A5.8
8	W08D2.7	MTR4_CAEEL	6239.W08D2.7
9	F58A4.5	CL161_CAEEL	6239.F58A4.5
10	C48D1.2	CED3_CAEEL	6239.C48D1.2a
11	C04F6.3	CHIT_CAEEL	6239.C04F6.3.1
12	C08F8.8	NHR67_CAEEL	6239.C08F8.8
13	F58A4.2	YMH2_CAEEL	6239.F58A4.2
14	C34D4.4	YC2L_CAEEL	6239.C34D4.4a
15	F21H12.5	FBF2_CAEEL	6239.F21H12.5
16	ZK1307.4	YS14_CAEEL	6239.ZK1307.4
17	C09F5.1	YQ21_CAEEL	6239.C09F5.1
18	F49C12.8	PSMD6_CAEEL	6239.F49C12.8.1
19	C48B4.4	CED7_CAEEL	6239.C48B4.4d
20	C05B5.6	FB155_CAEEL	6239.C05B5.6
21	F44B9.1	DPF6_CAEEL	6239.F44B9.1a
22	F42A6.7	ROA1_CAEEL	6239.F42A6.7d.1
23	F55H2.6	CLU_CAEEL	6239.F55H2.6.1
24	Y116F11B.12	GALT4_CAEEL	6239.Y116F11B.12a.1
25	C06G4.1	YKR1_CAEEL	6239.C06G4.1
26	K08F8.4	PH4H_CAEEL	6239.K08F8.4
27	None	F2612_CAEEL	6239.K02B2.1
28	EEED8.3	YQO3_CAEEL	6239.EEED8.3
29	C15B12.5	ACM1_CAEEL	6239.C15B12.5b
30	Y65B4BR.9	HM09_CAEEL	6239.Y65B4BR.9
31	C33G8.6	NHR42_CAEEL	6239.C33G8.6
32	C06A1.5	RPAB2_CAEEL	6239.C06A1.5
33	F56G4.5	NGLY1_CAEEL	6239.F56G4.5.1
34	T07D4.2	YW12_CAEEL	6239.T07D4.2b
35	F26B1.6	SRG14_CAEEL	6239.F26B1.6
36	C08B11.9	YP89_CAEEL	6239.C08B11.9
37	Y53F4B.39	LACB2_CAEEL	6239.Y53F4B.39b
38	K11H3.4	YM44_CAEEL	6239.K11H3.4
39	K09E4.6	CPG7_CAEEL	6239.K09E4.6
40	T14A8.1	RIC3_CAEEL	6239.T14A8.1
41	Y73F8A.17	TBX40_CAEEL	6239.Y73F8A.17
42	K01H12.1	DPH3_CAEEL	6239.K01H12.1a
43	F45E10.1	UNC53_CAEEL	6239.F45E10.1c
44	C24H11.9	MED21_CAEEL	6239.C24H11.9
45	C28H8.3	YP93_CAEEL	6239.C28H8.3.1
46	None	DHRS4_CAEEL	6239.F54F3.4
47	C30G12.4	YQB4_CAEEL	6239.C30G12.4
48	F53B1.7	GPA5_CAEEL	6239.F53B1.7
49	T09A5.2	KLP3_CAEEL	6239.T09A5.2a
50	B0034.4	YSP4_CAEEL	6239.B0034.4
51	C06G4.5	YKR5_CAEEL	6239.C06G4.5
52	None	PPIL2_CAEEL	6239.F59E10.2
53	B0361.5	PISD_CAEEL	6239.B0361.5b.1
54	T13A10.11	METK5_CAEEL	6239.T13A10.11a.1
55	F43D9.4	SIP1_CAEEL	6239.F43D9.4
56	H12I13.4	FBF1_CAEEL	6239.H12I13.4
57	T23G5.2	YN02_CAEEL	6239.T23G5.2a.3
58	ZC247.3	LIN11_CAEEL	6239.ZC247.3
59	M04C7.1	GPA15_CAEEL	6239.M04C7.1.2
60	F28D1.11	DPM3_CAEEL	6239.F28D1.11
61	ZC373.5	MTNB_CAEEL	6239.ZC373.5
62	T07A9.7	GPA4_CAEEL	6239.T07A9.7
63	None	MYSP_CAEEL	6239.F07A5.7a.3
64	B0035.2	DNJ2_CAEEL	6239.B0035.2
65	None	CYC21_CAEEL	6239.E04A4.7.3
66	F54C8.7	YL87_CAEEL	6239.F54C8.7b
67	Y106G6H.7	EXOC4_CAEEL	6239.Y106G6H.7
68	B0511.10	EIF3E_CAEEL	6239.B0511.10.2
69	Y46G5A.31	GYS_CAEEL	6239.Y46G5A.31
70	C17C3.4	ILG1_CAEEL	6239.C17C3.4
71	Y51H4A.7	HUTU_CAEEL	6239.Y51H4A.7.1
72	B0416.3	YT43_CAEEL	6239.B0416.3
73	F32H5.5	SRG46_CAEEL	6239.F32H5.5
74	K11G12.2	ACR2_CAEEL	6239.K11G12.2
75	C32E8.7	RIC19_CAEEL	6239.C32E8.7
76	C06G3.11	TIM9_CAEEL	6239.C06G3.11a
77	C29F3.2	WRT8_CAEEL	6239.C29F3.2
78	F02E8.6	NPC1_CAEEL	6239.F02E8.6
79	T02C1.1	YNN1_CAEEL	6239.T02C1.1
80	None	CUT19_CAEEL	6239.ZC155.5b
81	W02B12.10	TRMB_CAEEL	6239.W02B12.10
82	Y53C12B.2	PNO1_CAEEL	6239.Y53C12B.2.1
83	T26H10.1	ACH4_CAEEL	6239.T26H10.1
84	Y116A8C.42	SMD3_CAEEL	6239.Y116A8C.42.2
85	EEED8.2	YQO2_CAEEL	6239.EEED8.2
86	C48B4.7	YLH7_CAEEL	6239.C48B4.7
87	None	PAN1_CAEEL	6239.M88.6a
88	C09H6.3	SCC4_CAEEL	6239.C09H6.3.1
89	None	SNF3_CAEEL	6239.T13B5.1.1
90	F53F4.3	TBCB_CAEEL	6239.F53F4.3
91	ZK180.4	SAR1_CAEEL	6239.ZK180.4
92	K10D2.5	YRJ5_CAEEL	6239.K10D2.5
93	M03C11.8	SMRCD_CAEEL	6239.M03C11.8
94	B0207.3	GPA14_CAEEL	6239.B0207.3b
95	K03A1.5	SUR5_CAEEL	6239.K03A1.5
96	C18A11.7	DIM_CAEEL	6239.C18A11.7a
97	C44B11.3	TBA3_CAEEL	6239.C44B11.3
98	F56E10.4	RS27_CAEEL	6239.F56E10.4.1
99	B0302.2	YWR2_CAEEL	6239.B0302.2
100	R57.1	GCP2_CAEEL	6239.R57.1a
101	T13B5.4	COL40_CAEEL	6239.T13B5.4
102	D2007.2	YLM2_CAEEL	6239.D2007.2
103	C15H9.6	HSP7C_CAEEL	6239.C15H9.6.2
104	C27H5.1	PDL1_CAEEL	6239.C27H5.1
105	C09G5.8	FTM_CAEEL	6239.C09G5.8a
106	C14F11.3	LITE1_CAEEL	6239.C14F11.3
107	F26H11.5	EXL1_CAEEL	6239.F26H11.5
108	F58B3.5	SYMC_CAEEL	6239.F58B3.5a
109	R07A4.1	KCNAG_CAEEL	6239.R07A4.1
110	K06H7.2	YMX2_CAEEL	6239.K06H7.2
111	Y66H1A.4	GAR1_CAEEL	6239.Y66H1A.4.2
112	T23F4.4	NAS27_CAEEL	6239.T23F4.4
113	T28F3.3	HKE41_CAEEL	6239.T28F3.3
114	T27F2.1	YGH1_CAEEL	6239.T27F2.1.2
115	D2013.9	TTL12_CAEEL	6239.D2013.9.1
116	T07A5.1	YRT1_CAEEL	6239.T07A5.1
117	ZK1193.1	COL19_CAEEL	6239.ZK1193.1
118	None	LPLT2_CAEEL	6239.B0286.2a
119	C05D11.8	U518_CAEEL	6239.C05D11.8
120	F52F12.1	OCT1_CAEEL	6239.F52F12.1a
121	None	STAL1_CAEEL	6239.F52F12.7a
122	Y71F9B.2	TAM41_CAEEL	6239.Y71F9B.2
123	None	WDR51_CAEEL	6239.C14B1.4
124	C18E9.6	TOM40_CAEEL	6239.C18E9.6
125	W05B5.3	NHR85_CAEEL	6239.W05B5.3a
126	T01G6.7	NHR55_CAEEL	6239.T01G6.7
127	T28D9.7	DEGZ_CAEEL	6239.T28D9.7
128	R07E4.4	MIG23_CAEEL	6239.R07E4.4
129	None	YQ83_CAEEL	6239.C18H9.3
130	None	YQ83_CAEEL	6239.C18H9.2
131	F56A11.1	CYFIP_CAEEL	6239.F56A11.1
132	F07C3.4	RPGRH_CAEEL	6239.F07C3.4
133	K03E6.6	PROF3_CAEEL	6239.K03E6.6
134	ZK1073.1	YDJ1_CAEEL	6239.ZK1073.1.1
